"Source","d13C","d15N","Concd13C","Concd15N","Farm"
"Detritivore",-23.7161723425967,9.389861333738,49.0122116480998,9.38416274303066,"MO3_2018"
"Detritivore",-24.706750953019,6.26673002184169,43.7992617430784,9.77444945220671,"MC1_2018"
"Detritivore",-26.0604275085101,4.20001564298627,48.1504511203375,10.7052659006042,"MC1_2018"
"Detritivore",-22.3749738457801,2.49514815151937,46.4864770436577,11.2127330395478,"MC1_2018"
"Detritivore",-25.9571685804592,9.28681863968567,46.5015342341095,8.11193575362156,"MC1_2018"
"Detritivore",-25.3539650272877,11.4237676130318,48.8229006750161,11.3149161809739,"MC1_2018"
"Detritivore",-25.0719064560911,7.69938435126251,47.6594832397523,9.89374929878354,"MC1_2018"
"Detritivore",-23.0889883549194,9.80446164468699,47.3372062639801,10.3929029659774,"MC1_2018"
"Detritivore",-26.9935486119305,4.51794429830993,46.2028822699106,10.3419272701935,"MC1_2018"
"Detritivore",-22.7481578213835,7.96503273840241,49.3557894564629,10.9949803604628,"LO1_2018"
"Detritivore",-22.5342066032902,8.68163123490837,46.0102663021811,8.63811871094842,"LO1_2018"
"Detritivore",-19.2002625362647,8.07284802734083,47.2263191188642,12.0668179401462,"LO1_2018"
"Detritivore",-23.9544404905665,6.34286465046957,45.9781465808102,10.2000594724666,"LO1_2018"
"Detritivore",-18.4057773836259,9.73048739981299,48.4993133464711,11.7340169988128,"LO1_2018"
"Detritivore",-22.0032967302142,8.36393347447626,46.7481654141726,10.307816145621,"LC1_2018"
"Detritivore",-21.4362632464178,15.2243094040751,46.8571299401877,13.2410986637568,"LC1_2018"
"Detritivore",-22.7175473769185,8.42220770094596,51.9956600893664,9.58715752203613,"LC1_2018"
"Detritivore",-21.8014764894639,8.04055159432351,53.5248151306073,9.08665124455776,"LC1_2018"
"Detritivore",-23.3458586431437,12.8038534500003,49.4965529743604,9.11278640374341,"LC1_2018"
"Detritivore",-29.2391721363877,4.36241440229333,47.1832898122932,10.4522699987175,"MC2_2018"
"Detritivore",-24.4342597552183,8.98629380478287,47.3538891266469,11.8033398580515,"MC2_2018"
"Detritivore",-22.7425358002985,9.22560290882019,48.2739425844456,10.2888103757198,"MC2_2018"
"Detritivore",-22.3158295279297,6.54952481504938,47.9180869446266,11.9189060396241,"MC2_2018"
"Detritivore",-27.908140209454,2.5512969001351,48.1544583469782,9.35294990283407,"MC2_2018"
"Detritivore",-24.9430546031067,10.045322095434,47.0370066607925,10.7773083763762,"MC2_2018"
"Detritivore",-26.0481085833998,7.04326627168151,46.5926983553352,10.0044026409994,"MC2_2018"
"Detritivore",-20.1906840082157,11.2532306431341,46.8787371055188,11.2950264942401,"MC3_2018"
"Detritivore",-16.9186783752598,12.490189618614,47.0383934588422,10.4042396740904,"MC3_2018"
"Detritivore",-26.3413551438691,10.3801197845164,46.6728481313553,10.5085595502114,"MC3_2018"
"Detritivore",-25.2122457729415,12.3015839962223,46.5401016142462,10.9198913637914,"MC3_2018"
"Detritivore",-20.8048676445144,7.46652377407046,29.3103201409415,6.43913323428278,"LO2_2018"
"Detritivore",-26.8062752756969,7.70920293189718,46.7203485586076,11.821397692897,"LO2_2018"
"Detritivore",-26.1103594321637,8.74559449111473,45.3304557726869,10.0580055383642,"LO3_2018"
"Detritivore",-24.6581820789399,8.29278101587567,47.3253813942768,11.9123592788307,"LC2_2018"
"Detritivore",-23.3678996938164,6.18876244013203,42.886086674249,8.07003695769612,"LC2_2018"
"Detritivore",-25.2331895447693,7.92210118350143,48.9545700669624,10.2948691191174,"LC2_2018"
"Detritivore",-23.4389533208235,12.0505028674947,47.0831080613189,11.0475356160795,"SO1_2018"
"Detritivore",-22.1573425977342,14.8057389647057,46.5404579593295,10.2623651074546,"SO1_2018"
"Detritivore",-24.9550596898664,11.2298212504856,48.2020450316906,10.8243933587732,"SO1_2018"
"Detritivore",-27.3597038809306,10.8443365014394,47.7077744418766,7.97526236679942,"SO1_2018"
"Detritivore",-24.8195968702974,10.223686557096,46.5776376269796,10.1412918540196,"SO1_2018"
"Detritivore",-27.4089821720588,8.61958027527619,45.4512138319147,9.56303541221805,"LC3_2018"
"Detritivore",-26.1516133163742,5.15050221110805,45.3820350175119,9.58383550481376,"LC3_2018"
"Detritivore",-25.0559433579569,10.303067225965,45.8262143771148,11.4435407917573,"LC3_2018"
"Detritivore",-22.7476068681758,9.74719538209327,46.0344091967604,10.6159117479713,"SC1_2018"
"Detritivore",-17.5469353219061,10.7273151209008,46.5365061490415,11.6406423814772,"SC1_2018"
"Detritivore",-26.4034111509932,7.40509500913407,46.3443015402359,11.9153913831901,"SC1_2018"
"Detritivore",-25.123360164856,11.1480383942539,49.3218830532754,8.89935138239928,"SC1_2018"
"Detritivore",-23.6295257784019,8.26836957137468,48.0314889645246,11.0996604932022,"SC1_2018"
"Detritivore",-24.5099044198043,7.0734304181407,46.1759717329566,11.8052917134151,"SC1_2018"
"Detritivore",-25.6247791682282,6.80031435041564,48.6469471291637,11.3151284970849,"MC3_2018"
"Detritivore",-24.856335143993,10.7164150306637,47.8380363218033,9.17410283607579,"MC3_2018"
"Detritivore",-24.359157272565,9.87813469724967,48.5773354598966,10.6029692770389,"MC3_2018"
"Detritivore",-21.1956509428392,12.6748345681104,50.9363028830989,9.94954135924469,"MO3_2018"
"Detritivore",-24.9346147867879,9.16724413233565,45.4571638640096,6.38066125121625,"SO1_2018"
"Detritivore",-25.7905392751395,7.80587422898564,48.8269392664929,10.6208089335359,"SO1_2018"
"Detritivore",-24.3413337649854,3.20696428735279,48.8442384703328,10.7196011486624,"SO1_2018"
"Detritivore",-25.0215275487902,9.50987609899439,49.2066845398998,9.86419011786783,"SO1_2018"
"Detritivore",-24.4233169904481,11.7148858270334,47.2302378570783,10.735373896549,"SO1_2018"
"Detritivore",-26.0114275736547,5.97008271417755,46.9807824308304,8.12570288384851,"LC1_2018"
"Detritivore",-24.8230536661288,11.1359485981453,47.0676048941839,10.5762152960872,"SC1_2018"
"Detritivore",-25.8317257539807,6.75211456469201,48.1281531375353,10.5423852670906,"SC1_2018"
"Detritivore",-26.3823022024414,8.77133821775836,47.4355119560792,9.79641402746385,"SC1_2018"
"Detritivore",-25.6056350994103,10.6132036340268,47.0175466260962,8.8190734393664,"SC1_2018"
"Detritivore",-26.5819148870788,11.7891038463057,51.4483248750565,10.5054562853359,"SC1_2018"
"Detritivore",-25.850898845085,8.72044631253264,47.1899792663788,9.99456791922867,"SC1_2018"
"Detritivore",-18.6268127909101,12.1928325327121,47.326281187512,10.0926628366983,"MO1_2018"
"Detritivore",-25.8105230987704,11.6829130060132,47.4858038001,12.9121295549336,"MO2_2018"
"Detritivore",-27.1123122153752,5.66478233494842,40.392564534243,7.7411631363752,"MC3_2018"
"Detritivore",-26.6292849989679,7.23370295159757,53.1062371907862,8.38055796053702,"MC3_2018"
"Detritivore",-27.7284820949627,6.0411419269468,52.5723066933858,9.54102619510434,"LO3_2018"
"Detritivore",-26.4443051340579,8.97405793223247,45.5899006201992,11.0953193834421,"LO3_2018"
"Detritivore",-27.8125281730423,6.43067186108778,50.788149260225,7.22044459697168,"LC1_2018"
"Detritivore",-21.935730854484,11.6749305090448,43.8909928515954,9.77032486271967,"SO1_2018"
"Detritivore",-26.7113357598871,8.82196411241205,47.9357870722129,11.6050366203157,"SO1_2018"
"Detritivore",-26.45,6.61,48.8111254851229,11.3971539456662,"MC1_2019"
"Detritivore",-27.31,8.27,48.7091222030981,9.68330464716007,"MC1_2019"
"Detritivore",-25.63,5.09,47.5752895752896,10.0514800514801,"MC1_2019"
"Detritivore",-22.68,3.81,50.9545782263879,10.4260994953136,"MO1_2019"
"Detritivore",-22.42,3.69,50.6375,11.0125,"MO1_2019"
"Detritivore",-25.23,9.69,50.875406283857,10.4593716143012,"MO1_2019"
"Detritivore",-27.91,4.65,49.3516624040921,10.1841432225064,"MO1_2019"
"Detritivore",-18.68,10.92,49.1861167002012,9.09456740442656,"MO1_2019"
"Detritivore",-27.01,7.21,49.0643274853801,11.8292397660819,"MO1_2019"
"Detritivore",-29.1,8.35,51.1796296296296,10.4759259259259,"MO1_2019"
"Detritivore",-25.13,10.21,47.6300309597523,12.5665634674923,"MO1_2019"
"Detritivore",-26.1,6.59,42.8854024556617,9.38335607094134,"MO1_2019"
"Detritivore",-25.77,7.02,47.0528700906344,9.70090634441087,"MO1_2019"
"Detritivore",-27.27,4.09,50.3620689655172,10.7495894909688,"MC2_2019"
"Detritivore",-28.95,10.15,49.5028248587571,9.45103578154426,"MC2_2019"
"Detritivore",-24.79,7.66,48.501968503937,9.2755905511811,"MC2_2019"
"Detritivore",-27.57,6.75,47.7190160832545,9.64143803216651,"MC2_2019"
"Detritivore",-24.85,7.83,48.6926994906621,10.2088285229202,"MC2_2019"
"Detritivore",-28.34,4.65,48.5288343558282,8.81717791411043,"MO2_2019"
"Detritivore",-22.8,10.23,48.3484848484849,11.1909090909091,"MO2_2019"
"Detritivore",-18.94,12.48,47.3671875,7.4912109375,"MO2_2019"
"Detritivore",-21.43,6.14,46.9616858237548,10.5114942528736,"MO2_2019"
"Detritivore",-23.62,8.1,48.7507374631268,8.48082595870206,"MO2_2019"
"Detritivore",-27.44,6.48,49.6985507246377,8.66956521739131,"MO2_2019"
"Detritivore",-20.25134891,1.678633662,45.1872032418002,10.6913712128146,"MC3_2019"
"Detritivore",-19.63235749,2.871584138,43.5248228830084,10.7353215738162,"MC3_2019"
"Detritivore",-26.85427289,9.38132069,44.7834329118329,7.99642809860789,"MC3_2019"
"Detritivore",-27.68378002,9.228142277,45.3255997025496,9.15891727903683,"MC3_2019"
"Detritivore",-28.1306147,8.942484428,42.4457696569468,8.03067730703259,"MC3_2019"
"Detritivore",-22.39670362,5.22211522,43.1221940075614,10.3211739754253,"MC3_2019"
"Detritivore",-22.39902245,6.06267125,61.0226566302368,14.5947978378871,"MC3_2019"
"Detritivore",-22.64709854,6.087213407,31.188817192053,7.47405274834437,"MC3_2019"
"Detritivore",-18.31197774,12.95937163,40.2872877474892,7.48329613916786,"MO3_2019"
"Detritivore",-24.83242205,11.35437269,44.0515431926605,7.63853510642202,"MO3_2019"
"Detritivore",-23.29185429,7.178218623,40.1732556143667,7.23471819470699,"MO3_2019"
"Detritivore",-23.77473959,10.81876391,41.5846259523809,9.40986765343915,"MO3_2019"
"Detritivore",-19.22121292,2.797889522,44.8122222265122,11.1938838519949,"LC1_2019"
"Detritivore",-29.61871527,8.366379462,45.1485508872902,7.56078008313349,"LC1_2019"
"Detritivore",-25.41453087,8.316467454,42.3875284295612,6.21667588568129,"LC1_2019"
"Detritivore",-27.79606552,5.676244843,79.1286666603774,17.9898209698113,"LC1_2019"
"Detritivore",-23.75693379,7.894069898,45.7271080422265,10.3625595873321,"LO1_2019"
"Detritivore",-26.98107387,6.433112257,45.4557397780679,8.66037995430809,"LO1_2019"
"Detritivore",-27.51263063,5.908041396,44.6931205170388,10.2205026474736,"LO1_2019"
"Detritivore",-25.44909623,5.108170215,24.613511673774,5.495565891258,"LO1_2019"
"Detritivore",-28.10419685,5.74700827,44.3256949666667,10.2434637633333,"LO1_2019"
"Detritivore",-27.86069198,6.013729238,43.9530647976879,9.90286377456647,"LO1_2019"
"Detritivore",-22.2891643,9.203032271,41.5445038151042,11.0277498489583,"LC2_2019"
"Detritivore",-25.18651827,8.644476778,40.7318473592233,7.12010951650485,"LC2_2019"
"Detritivore",-27.17941939,5.422997336,43.605415625,10.3693019130435,"LC2_2019"
"Detritivore",-27.40927183,5.983812164,46.8104244262295,10.5368411311475,"LC2_2019"
"Detritivore",-23.08788004,0.32444862,46.2610380880503,10.4904677283019,"LO2_2019"
"Detritivore",-20.63401062,2.866621388,46.2154267818832,11.0094023969011,"LO2_2019"
"Detritivore",-22.02006238,1.442126125,45.8269786568849,10.5100958950339,"LO2_2019"
"Detritivore",-22.04004253,1.066839343,45.1937818253968,11.0316426507937,"LO2_2019"
"Detritivore",-23.15902546,0.66333754,46.6801348442535,10.0827592599356,"LO2_2019"
"Detritivore",-28.49076398,6.710258502,45.9274783514493,9.54522041847826,"LO2_2019"
"Detritivore",-26.16161797,5.404892097,43.8300649269588,8.01136826560425,"LO2_2019"
"Detritivore",-27.93010904,5.642637158,44.8780863823529,8.88214393676471,"LO2_2019"
"Detritivore",-24.71565382,5.253890189,46.1147736080586,9.75632984065934,"LC3_2019"
"Detritivore",-24.81289287,8.249879725,46.8609236184211,10.7037693174342,"LC3_2019"
"Detritivore",-23.94373023,12.15125056,48.790121309329,10.6032447790507,"LC3_2019"
"Detritivore",-27.46390022,9.906253637,49.4560866453674,9.62502109584665,"LC3_2019"
"Detritivore",-23.43820806,7.366750017,48.7124508661417,11.5593189251969,"LC3_2019"
"Detritivore",-23.99308459,9.818982961,47.3230486627907,11.3660665290698,"LC3_2019"
"Detritivore",-24.66709368,11.78891914,47.4703992077728,11.5780994932735,"LC3_2019"
"Detritivore",-23.7343345,12.04365428,47.332037238938,11.5962297168142,"LC3_2019"
"Detritivore",-21.27856202,10.04147568,44.3043711553785,7.86607407038513,"LO3_2019"
"Detritivore",-24.44148552,9.806672327,46.8783661558669,11.7649825831874,"SC1_2019"
"Detritivore",-26.39117339,8.81733452,47.1369107872697,9.15379368509213,"SC1_2019"
"Detritivore",-23.62509439,7.841698138,47.3606177832512,10.313537908046,"SC1_2019"
"Detritivore",-26.52117254,8.269157336,48.7170785,10.8338435833333,"SC1_2019"
"Detritivore",-23.19345644,6.282041256,47.0951262312925,10.6392568326531,"SC1_2019"
"Detritivore",-25.35030964,11.04641446,49.1272456086957,10.8503693246377,"SO1_2019"
"Detritivore",-24.82159236,10.21744886,47.9422940753138,11.0484347196653,"SO1_2019"
"Detritivore",-24.46293222,11.55102343,48.1637760485269,10.6448420034662,"SO1_2019"
"Detritivore",-28.4010484,10.60529896,50.913076815534,9.93567208543689,"SO1_2019"
"Detritivore",-24.45333695,9.552114521,47.8387263407407,10.8507510518519,"SO1_2019"
"Detritivore",-26.5310359,12.60636582,47.1811710836502,9.92727858365019,"SO1_2019"
"Detritivore",-25.5081119,7.757950248,47.6284084040747,10.8128028590832,"SO1_2019"
"Detritivore",-25.77973418,7.33814736,49.1597441423948,10.8109288673139,"SO1_2019"
"Detritivore",-26.43707008,9.238618744,48.9707703432494,9.46904137757437,"LC1_2019"
"Detritivore",-23.93567019,20.20814179,47.2536393957115,9.55977522612086,"LC1_2019"
"Detritivore",-26.48975483,4.876416857,44.1989797761194,6.31409448880597,"LO1_2019"
"Detritivore",-25.76830833,8.10344668,49.8542016604478,9.48850246455224,"LO1_2019"
"Detritivore",-22.25024176,8.060105233,46.536335286757,7.97788350052138,"LO1_2019"
"Detritivore",-28.55152304,8.737989836,49.7796771810089,9.85012530860534,"LC2_2019"
"Detritivore",-28.44291866,7.814011369,47.7506027433628,8.58283840265487,"LC2_2019"
"Detritivore",-26.92219258,9.452211427,49.215085393134,9.15890597231451,"LO2_2019"
"Detritivore",-20.4666231,4.692579264,50.6155914455782,11.4185320765306,"LC3_2019"
"Detritivore",-18.62314528,5.340114355,50.8987658857143,10.6805811847619,"LC3_2019"
"Detritivore",-23.87113305,8.983954547,49.0160584123911,9.37298020813166,"LC3_2019"
"Detritivore",-28.40763487,8.226195602,49.3950980268595,10.1553184493802,"LO3_2019"
"Detritivore",-28.828983,7.437893902,48.7307485897436,9.49376491185897,"LO3_2019"
"Detritivore",-26.22045702,9.704302847,48.718738998358,8.69884712479475,"SC1_2019"
"Detritivore",-22.06286041,10.18284977,50.8213741486811,10.0953811139089,"SC1_2019"
"Detritivore",-25.51384967,10.32358609,51.7201431101191,9.4767303125,"SO1_2019"
"Detritivore",-28.58082269,9.412314191,50.2531076315789,10.1603306327751,"SO1_2019"
"Detritivore",-24.16444418,11.53243905,50.2365772463768,9.51282006086957,"MC3_2019"
"Detritivore",-21.77860923,9.821738278,50.4813817579251,9.05706779971181,"MC3_2019"
"Detritivore",-17.50665102,12.4815486,47.2361737784679,8.61459013146998,"MO3_2019"
"Detritivore",-20.04120709,10.09323231,44.6904429118774,8.03363604789272,"MO1_2019"
"Detritivore",-26.9972496,5.929687501,48.9536417086093,9.17195366754967,"MO1_2019"
"Detritivore",-24.62824939,8.674866918,46.5515036783439,8.4638007866242,"MO1_2019"
"Detritivore",-28.92795642,7.999841767,49.7250036213018,8.58483109585799,"MC1_2019"
"Detritivore",-22.40739576,4.739921545,45.0895698859316,10.5471407693283,"MO2_2019"
"Detritivore",-23.81261686,11.50757027,46.0274700824176,8.41116244505494,"MO2_2019"
"Detritivore",-24.86757116,12.33291005,42.7568368939394,9.21404484848485,"MO2_2019"
"Detritivore",-24.82828465,6.989599847,45.124524,7.99337387483871,"MC2_2019"
"Detritivore",-27.87845615,3.82760777,51.2212080628272,8.62189808167539,"SC1_2019"
"Detritivore",-28.88183307,9.491312483,48.7329319417476,8.16270644660194,"SC1_2019"
"Detritivore",-23.5210712,8.1394713,50.0203206502242,10.1500282522422,"SC1_2019"
"Detritivore",-22.85416882,2.514176486,52.9558209742441,9.55449020604703,"MC1_2019"
"Detritivore",-19.59015118,3.814897197,48.5369862842243,11.9984485880052,"LC1_2019"
"Detritivore",-23.96172029,8.832092055,50.3643206861314,10.7785398817518,"LC1_2019"
"Detritivore",-29.20123242,8.185003696,48.5728467314488,10.5231988798587,"LC1_2019"
"Detritivore",-19.48648813,9.24243614,50.302277266187,10.4759354676259,"LO1_2019"
"Detritivore",-26.94826281,5.487120945,49.8032210062893,11.6272204528302,"LO1_2019"
"Detritivore",-23.40982803,6.103867937,48.4217463547486,10.1899411410615,"LO1_2019"
"Detritivore",-23.02757771,8.892590957,49.0394386919105,9.55563847848537,"LC3_2019"
"Detritivore",-28.94688434,6.614280117,50.1317576930894,9.8033899847561,"LC3_2019"
"Detritivore",-15.10283481,7.360267299,48.6731142992424,9.63993907007576,"LO3_2019"
"Detritivore",-26.64941271,10.66241614,49.0971511751663,10.0530865587583,"MO3_2019"
"Detritivore",-25.54899808,10.7183652,49.2641401872075,9.71468823556942,"MO3_2019"
"Predator",-24.25,7.5,47.29,11.54,"GO_2017"
"Predator",-24.29,6.93,47.3,13.62,"MC_2017"
"Predator",-25.33,6.58,47.9,12.08,"GO_2017"
"Predator",-26.28,6.1,49.41,11.24,"GO_2017"
"Predator",-23.87,6.78,48.91,11.11,"MO_2017"
"Predator",-25.51,6.3,47.33,10.87,"GO_2017"
"Predator",-26.18,5.93,56.17,11.63,"GO_2017"
"Predator",-26.2,6.34,47.12,12.39,"GC_2017"
"Predator",-25.538264499583,6.6062512595289,46.1602866813018,11.1069724665098,"MC1_2018"
"Predator",-24.0107846487589,7.35951007659132,46.246220408992,12.5974393817173,"MC1_2018"
"Predator",-26.0188501341926,5.8097928650298,46.4744334900414,11.4992484593667,"MC2_2018"
"Predator",-25.8044197571757,6.7236780662816,46.0639162697523,13.0116128677968,"MC2_2018"
"Predator",-23.9052157878806,6.81026359426245,48.2098933880816,12.2800998353531,"SC1_2018"
"Predator",-25.2282919991116,6.17256045026063,50.3265065145775,10.2385048309164,"MC1_2018"
"Predator",-24.7907602338982,6.57918433454048,45.5155750975653,11.5252446238146,"MO2_2018"
"Predator",-24.2351523205149,6.6621873015158,47.8918376544773,11.6389131761404,"LO1_2018"
"Predator",-24.8450226426656,7.68169694695198,46.2001818518424,12.1664931716473,"SC1_2018"
"Predator",-25.1931653808381,6.48152250121589,49.3703171547466,11.5523957684055,"MO1_2018"
"Predator",-24.3529795949732,6.71367491602002,49.0314012041754,10.9229693434714,"LO1_2018"
"Predator",-24.74,7.38,46.4826203208556,12.2914438502674,"MO1_2019"
"Predator",-24.65,7.61,47.2812755519215,12.56827473426,"MC2_2019"
"Predator",-24.55943399,7.626823566,44.5821847375328,10.7149792808399,"MC3_2019"
"Predator",-24.48120157,7.761843713,43.837226184739,12.3200061546185,"LC1_2019"
"Predator",-24.39424716,7.515470335,44.0744926614173,12.1385210866142,"LC1_2019"
"Predator",-24.29776614,7.876114885,42.3457400625978,11.5381121392801,"LC1_2019"
"Predator",-24.50571105,6.837648144,41.8043352425373,11.8007257369403,"LC1_2019"
"Predator",-24.77065769,7.602204961,42.663571402439,11.5177560457317,"LC1_2019"
"Predator",-25.46867671,6.110826374,49.8957512482468,9.43112935203366,"MO1_2019"
"Predator",-24.90181578,7.739899512,49.7021338699187,11.3011154780488,"SC1_2019"
"Predator",-24.97823944,7.102719175,48.0042158159509,10.9132913558282,"LO3_2019"
"Predator",-24.07355048,7.565951263,47.2950792810458,9.17371789934641,"MO3_2019"
"Predator",-24.73313376,7.270978821,57.0398154801444,8.15117885198556,"MO3_2019"
"Predator",-25.53652737,6.226497294,51.6415440983607,7.71698301741803,"MO3_2019"
